Date,EquityStrategy,EquityBuyHold,DailyReturnStrategy,DailyReturnBuyHold,EffectiveExposure,Turnover
2019-11-25,20.749467496769086,17.687139024390248,0.0,0.04228873490963658,0.0,0.0
2019-11-26,20.749467496769086,17.919880487804882,0.0,0.013158796518401683,0.0,0.0
2019-11-27,20.749467496769086,18.54658536585366,0.0,0.034972603666373336,0.0,0.0
2019-11-28,20.749467496769086,18.305358536585366,-0.0,-0.013006535947712394,0.0,0.0
2019-11-29,20.749467496769086,18.758719512195125,0.0,0.02476657175021524,0.0,0.0
2019-11-30,20.749467496769086,18.398697560975613,-0.0,-0.01919224555735055,0.0,0.0
2019-12-01,20.749467496769086,18.300509756097565,-0.0,-0.005336671498221035,0.0,0.0
2019-12-02,20.749467496769086,18.058070731707318,-0.0,-0.013247665099026529,0.0,0.0
2019-12-03,20.749467496769086,17.85927073170732,-0.0,-0.011008927972074867,0.0,0.0
2019-12-04,20.749467496769086,17.637439024390247,-0.0,-0.012421095499898116,0.0,0.0
2019-12-05,20.749467496769086,17.962307317073172,0.0,0.018419243986254275,0.0,0.0
